lat,lon,dn,day,mon,year,h,sigma,zm,Bo,rho,dataset,stn,chlsur,tempsur,tz
43.24,-65.05,279,6,10,2006,48.81,16.15,11.56,0.012,0.99,2006-052,RL1,0.945,15,1.2
43.25,-65.48,279,6,10,2006,15.76,5.94,10.33,0.099,0.91,2006-052,BBL1,0.332,14,1
43,-65.48,279,6,10,2006,123.95,21.95,26.15,0.267,0.89,2006-052,BBL2,1.375,12,0.8
42.76,-65.48,279,6,10,2006,15.33,8.65,7.5,0.307,0.7,2006-052,BBL3,0.792,14,1.5
42.45,-65.49,279,6,10,2006,62.42,22.54,14.73,0.025,0.98,2006-052,BBL4,0.917,14,1.2
42.13,-65.5,280,7,10,2006,35.15,20.33,12.74,0.029,0.96,2006-052,BBL5,0.596,15,0.7
41.99,-65.52,280,7,10,2006,70.56,36.06,24.44,0,1,2006-052,BBL6,0.62,17,1.5
41.87,-65.35,280,7,10,2006,34.36,27.21,15.95,0.03,0.94,2006-052,BBL7,0.455,17,1.2
42.32,-63.87,282,9,10,2006,21.62,13.43,25.88,0.02,0.97,2006-052,RL6,0.12,15,0.7
42.62,-64.1,282,9,10,2006,20.76,12.55,19.9,0.024,0.96,2006-052,RL5,0.212,15,0.8
42.51,-61.43,285,12,10,2006,3.86,6.35,30.79,0.028,0.9,2006-052,HL7,0.028,14,0.7
42.84,-61.75,285,12,10,2006,6.16,15.79,17.93,0.007,0.95,2006-052,HL6,0.089,14,1.4
43.18,-62.1,285,12,10,2006,8.81,8.23,12.94,0.028,0.94,2006-052,HL5,0.152,14,1
43.88,-62.88,285,12,10,2006,5.97,9.53,32.46,0.034,0.88,2006-052,HL3,0.034,15,1.4
44.27,-63.34,286,13,10,2006,0.44,4.24,43.27,0.015,0.74,2006-052,HL2,0.015,14,0.4
44.4,-63.45,286,13,10,2006,0.34,2.52,46.67,0.011,0.82,2006-052,HL1,0.011,14,0.6
44.23,-59.56,287,14,10,2006,3.54,24.97,-0.09,0.002,0.97,2006-052,GWA2,0.059,14,3.2
44.02,-59.04,287,14,10,2006,3.48,21.33,17.77,0.002,0.97,2006-052,GULDD3,0.048,14,0.7
43.81,-58.92,288,15,10,2006,10.65,27.28,8.31,0.007,0.96,2006-052,GULDD4,0.156,12,1.6
44.13,-58.18,288,15,10,2006,33.92,11.36,9.38,0,1,2006-052,LL7,0.847,12,2.9
43.78,-57.83,288,15,10,2006,17.22,5.33,27.62,0.188,0.87,2006-052,LL8,0.188,14,0.6
43.46,-57.53,288,15,10,2006,16.53,6.81,38.18,0.261,0.79,2006-052,LL9,0.261,14,0.9
44.52,-55.84,289,16,10,2006,34.55,16.65,21.8,0.022,0.97,2006-052,SPB9,0.373,12,0.6
44.76,-55.84,289,16,10,2006,49.6,18.51,18.17,0.002,1,2006-052,SPB8,0.662,12,1.4
44.48,-58.51,290,17,10,2006,16.22,15.63,16.51,0.077,0.84,2006-052,LL6,0.314,13,1
44.82,-58.85,290,17,10,2006,17.8,12.96,16.49,0.029,0.95,2006-052,LL5,0.273,13,1.7
45.16,-59.18,290,17,10,2006,23.97,15.12,12.43,0.015,0.98,2006-052,LL4,0.466,13,1.1
45.49,-59.52,290,17,10,2006,30.27,17.7,12.2,0.027,0.96,2006-052,LL3,0.565,13,1.5
45.66,-59.7,290,17,10,2006,42.04,17.18,17.89,0.011,0.99,2006-052,LL2,0.578,13,1
45.83,-59.85,290,17,10,2006,29.79,11.33,10.18,0.106,0.91,2006-052,LL1,0.807,12,1.1
46.96,-60.22,291,18,10,2006,7.88,16.62,14.72,0.019,0.91,2006-052,CSL1,0.147,11,2.7
47.02,-60.11,291,18,10,2006,10.07,8.54,8.12,0.037,0.93,2006-052,CSL2,0.337,11,1.1
47.1,-59.99,291,18,10,2006,35.4,21.07,5.24,0,1,2006-052,CSL3,0.65,10,1.1
47.27,-59.78,291,18,10,2006,19.69,16.59,3.26,0.003,0.99,2006-052,CSL4,0.467,10,1.1
47.42,-59.56,291,18,10,2006,10.5,4.4,7.49,0.032,0.97,2006-052,CSL5,0.256,10,1.2
44.86,-61.89,292,19,10,2006,28.44,24.26,-21.3,0,1,2006-052,SIB1,0.318,13,0.6
44.51,-61.54,292,19,10,2006,4.65,5.39,31.37,0.056,0.86,2006-052,SIB2,0.056,14,0.9
44.26,-61.26,292,19,10,2006,7,20.9,15.65,0.014,0.91,2006-052,SIB3,0.115,14,1.2
44.06,-61.06,292,19,10,2006,1.55,6.85,8.81,0.034,0.72,2006-052,SIB4,0.074,14,1.4
43.67,-60.65,293,20,10,2006,70.08,91.22,-132.43,0,1,2006-052,SIB6,0.107,13,1.8
43.32,-60.35,293,20,10,2006,3.53,8.53,36.12,0.035,0.83,2006-052,SIB7,0.035,14,0.8
44.27,-63.33,94,4,4,2007,994.53,21.83,13.26,0.153,0.99,2007-001,HL2,15.267,0,1.1
41.87,-65.35,96,6,4,2007,197.51,15.97,72.52,6.43,0.43,2007-001,BBL7,6.43,2,0.8
42,-65.52,96,6,4,2007,752.84,37.61,16.79,0,1,2007-001,BBL6,7.228,1,0.4
42.11,-65.5,96,6,4,2007,431.96,11.93,12.51,0.12,0.99,2007-001,BBL5,8.456,0,0.6
42.45,-65.49,97,7,4,2007,900.62,23.4,19.54,0,1,2007-001,BBL4,10.835,0,1.5
42.77,-65.48,97,7,4,2007,1155.24,32.66,23.1,0,1,2007-001,BBL3,10.988,1,1.1
43,-65.48,97,7,4,2007,986.04,25.97,20.81,0,1,2007-001,BBL2,10.988,1,3.2
43.24,-65.05,97,7,4,2007,939.76,23.63,22.31,0,1,2007-001,RL1,10.16,0,0.7
44.27,-63.34,97,7,4,2007,1500.89,43.28,17.73,0,1,2007-001,HL2,12.721,0,1.4
43.88,-62.89,98,8,4,2007,838.18,30.07,23.14,0,1,2007-001,HL3,8.27,1,0.7
43.18,-62.08,98,8,4,2007,1239.79,36.48,35.14,0,1,2007-001,HL5,8.525,1,2.3
42.5,-61.43,100,10,4,2007,1005.35,34.48,25.03,0,1,2007-001,HL7,8.938,2,4.4
42.85,-61.74,100,10,4,2007,1610.15,51.53,36.22,0,1,2007-001,HL6,9.737,1,1.7
44.4,-63.45,102,12,4,2007,143.44,12.47,12.23,0.746,0.86,2007-001,HL1,3.583,1,3
44.23,-59.56,102,12,4,2007,885.21,28.4,47.89,0.191,0.98,2007-001,GWA2,3.191,1,1.9
44.02,-59.04,102,12,4,2007,1248.86,47.7,13.35,0,1,2007-001,GULD3,10.044,1,3.7
43.46,-57.52,103,13,4,2007,179.82,16.79,9.44,0.886,0.83,2007-001,LL9,4.534,4,2.4
43.77,-57.83,103,13,4,2007,403.89,22.66,8.4,0.122,0.98,2007-001,LL8,6.76,3,0.9
44.13,-58.18,103,13,4,2007,248.13,9.94,13.24,1.91,0.84,2007-001,LL7,6.011,0,0.8
44.82,-58.86,103,13,4,2007,1414.27,43.78,15.91,0,1,2007-001,LL5,12.064,0,1.2
45.16,-59.19,103,13,4,2007,1059.91,31.21,29.1,0,1,2007-001,LL4,8.772,0,1.6
45.49,-59.52,104,14,4,2007,922.34,26.61,26.22,0,1,2007-001,LL3,8.51,0,0.6
45.66,-59.71,104,14,4,2007,982.51,34.94,21.33,0,1,2007-001,LL2,9.311,0,1.5
45.83,-59.85,104,14,4,2007,1220.69,37.98,32.63,0,1,2007-001,LL1,8.865,0,2.4
47.58,-59.34,104,14,4,2007,73.86,72,28.86,0,1,2007-001,CSL6,0.378,0,1.4
47.42,-59.56,104,14,4,2007,452.55,23.7,-4.47,0.369,0.95,2007-001,CSL5,7.852,0,2.1
47.27,-59.78,104,14,4,2007,591.33,26.41,3.63,0,1,2007-001,CSL4,8.848,0,3.9
47.1,-59.99,105,15,4,2007,516.86,25.67,15.74,0.304,0.96,2007-001,CSL3,6.96,0,1
47.02,-60.11,105,15,4,2007,455.6,19.92,7.15,0.519,0.95,2007-001,CSL2,9.074,0,2.6
46.96,-60.22,105,15,4,2007,477.35,17.69,18.65,0,1,2007-001,CSL1,6.175,0,4.1
44.77,-57.24,105,15,4,2007,566.4,20.41,18.36,0,1,2007-001,BANQB4,7.387,0,3.8
44.83,-56.95,106,16,4,2007,279.62,24.21,12.35,0.281,0.94,2007-001,BP6,4.327,0,2.1
44.88,-56.62,106,16,4,2007,505.38,23.49,18.77,0,1,2007-001,BP5,6.237,1,2.9
44.96,-56.26,106,16,4,2007,401.8,18.37,19.79,1.173,0.88,2007-001,BP3,6.057,0,3
44.98,-56.14,106,16,4,2007,681.16,32.42,20.87,0.159,0.98,2007-001,BP1,6.972,0,0.7
45.05,-55.88,106,16,4,2007,125.03,30.65,43.42,4.119,0.28,2007-001,EH1,4.715,0,2.3
44.86,-55.86,106,16,4,2007,1014.55,42.86,28.64,0,1,2007-001,EH3,7.554,0,2.1
44.75,-55.85,106,16,4,2007,1229.12,61.98,32.93,0,1,2007-001,SPB8,6.87,0,3.8
44.51,-55.84,107,17,4,2007,858.69,44.64,25.43,0,1,2007-001,SPB9,6.525,2,5
44.22,-55.85,107,17,4,2007,44.8,10.99,83.72,1.586,0.51,2007-001,SPB10,1.586,3,2.1
43.89,-55.7,107,17,4,2007,343.62,45.99,36.13,0,1,2007-001,SPB10A,2.189,3,0.8
44.56,-53.16,108,18,4,2007,87.42,36.79,32.19,0,1,2007-001,GBL2,0.646,4,4.3
44.47,-53.24,108,18,4,2007,151.35,32.2,34.46,0,1,2007-001,GBL2.5,1.058,3,1.5
44.39,-53.32,108,18,4,2007,110.33,36.7,29.06,0,1,2007-001,GBL3,0.877,4,3.9
44.22,-53.5,108,18,4,2007,90.56,33.01,24.73,0,1,2007-001,GBL3.5,0.827,3,2.4
43.88,-53.81,108,18,4,2007,99.67,36.7,30.18,0,1,2007-001,GBL4.5,0.773,4,0.9
43.71,-53.97,108,18,4,2007,43.53,8.27,48.99,0.945,0.69,2007-001,GBL5,0.945,4,3.1
42.59,-60.65,110,20,4,2007,271.72,26.33,8.37,1.613,0.72,2007-001,SS-B3,5.527,3,2.9
42.97,-60.91,110,20,4,2007,315.27,41.32,37.67,0,1,2007-001,SS-B0,2.009,3,1.8
42.94,-60.1,110,20,4,2007,152.36,52.18,41.87,0,1,2007-001,SIB8,0.844,3,4.5
43.3,-60.35,111,21,4,2007,149.87,20.97,14.41,0.289,0.91,2007-001,SIB7,2.541,2,4
44.25,-61.26,111,21,4,2007,77.97,16.45,54.67,3.922,0.33,2007-001,SIB3,3.929,2,1.3
44.51,-61.54,111,21,4,2007,156.99,17.01,40.15,0.974,0.79,2007-001,SIB2,1.201,1,1.9
44.86,-61.89,111,21,4,2007,375.67,28.41,46.55,0,1,2007-001,SIB1,1.378,0,1
44.42,-62.22,111,21,4,2007,279.13,23.74,38.36,0.235,0.95,2007-001,L_EM,1.506,2,1.9
44.25,-63.33,112,22,4,2007,77.98,17.24,27.25,0.569,0.76,2007-001,HL2,1.086,0,3.9
47.53,-52.58,130,10,5,2007,97.11,21.21,77.82,0.669,0.73,2007-011,Stn_27,0.671,1,0.2
52.28,-52.56,131,11,5,2007,925.26,27.43,19.29,0,1,2007-011,Transi,10.509,0,0.4
55.1,-54.12,132,12,5,2007,9.37,12.19,6.4,0.102,0.75,2007-011,L3-08,0.369,-1,0.7
54.35,-54.87,132,12,5,2007,36.2,17.41,8.85,0.118,0.88,2007-011,L3-4.5,0.847,-1,-0.8
54.7,-54.47,132,12,5,2007,5.95,18.35,25.88,0.088,0.59,2007-011,L3-06,0.136,-1,-1.1
54.95,-54.25,133,13,5,2007,1.9,19.79,22.75,0.15,0.2,2007-011,L3-07,0.17,0,-1
55.42,-53.82,133,13,5,2007,71.68,70.58,22.45,0,1,2007-011,L3-10_,0.385,1,-0.7
57.8,-51.33,135,15,5,2007,35.42,12.3,46.44,4.881,0.19,2007-011,L3-17_,4.882,4,0.4
59.47,-49.47,136,16,5,2007,290.87,52.94,21.28,0,1,2007-011,L3-21_,2.022,4,-1.3
60.43,-48.35,137,17,5,2007,93.27,15.02,2.85,0.681,0.78,2007-011,L3-27,3.115,-1,-1
60.43,-48.65,137,17,5,2007,32.01,10.04,6.66,0.852,0.6,2007-011,L3-26,1.872,0,0
61.53,-49.67,138,18,5,2007,936.53,44.54,15.48,0.78,0.91,2007-011,L2-20,8.677,0,-1.4
61.37,-50,138,18,5,2007,367.04,17.77,13.11,0.928,0.9,2007-011,L2-19,7.204,0,-0.5
61.28,-50.15,138,18,5,2007,129.85,18.97,-5.06,0.512,0.84,2007-011,L2-18,3.148,0,-0.7
60.05,-52.45,139,19,5,2007,286.12,31.89,24.62,1.552,0.7,2007-011,L2-12_,4.209,4,0.4
58.58,-55.12,140,20,5,2007,12.75,11.45,76.82,1.494,0.23,2007-011,L2-08_,1.494,3,2.3
55.6,-53.62,141,21,5,2007,10.21,15.19,6.3,0.137,0.66,2007-011,L3-11,0.383,2,2.3
42.52,-61.38,146,26,5,2007,19.9,10.73,43.02,0.149,0.83,2007-011,HL-7,0.149,8,-1.1
42.83,-61.72,146,26,5,2007,19.08,13.52,32.53,0.061,0.9,2007-011,HL-6,0.093,6,0.1
43.87,-62.88,147,27,5,2007,25.25,15.58,32.11,0.045,0.93,2007-011,HL-3,0.122,7,0
44.25,-63.3,147,27,5,2007,20.55,9.51,28.05,0.121,0.88,2007-011,HL-2,0.132,5,-0.5
44.27,-63.32,271,28,9,2007,37.88,18.21,17.83,0.03,0.96,2007-045,HL2,0.544,15,-1.3
42.98,-60.9,273,30,9,2007,60.89,4.74,32.67,0.216,0.96,2007-045,SS-B0,0.216,17,-0.7
42.92,-60.83,273,30,9,2007,60.72,4.97,32.77,0.186,0.96,2007-045,SS-B1,0.186,17,-1.1
41.87,-65.35,282,9,10,2007,23.9,21.55,28.83,0.017,0.96,2007-045,BBL7,0.198,18,-0.8
41.99,-65.51,282,9,10,2007,36.94,29.49,19.99,0,1,2007-045,BBL6,0.397,16,-1.5
42.14,-65.5,282,9,10,2007,36,19.05,23.42,0,1,2007-045,BBL5,0.354,15,0.8
42.44,-65.48,282,9,10,2007,38.32,13.07,15.5,0.029,0.98,2007-045,BBL4,0.608,11,1.2
42.76,-65.48,282,9,10,2007,32.93,6.76,11.24,0.151,0.93,2007-045,BBL3,0.639,11,0
43,-65.48,282,9,10,2007,12.56,6.22,11.42,0.097,0.89,2007-045,BBL2,0.246,14,3
43.25,-65.48,283,10,10,2007,12.5,9.22,13.55,0.095,0.85,2007-045,BBL1,0.279,15,0.5
43.25,-65.05,283,10,10,2007,22.49,9.99,21.12,0.061,0.94,2007-045,RL1,0.157,13,0.1
44.4,-63.45,283,10,10,2007,23.23,9.61,13.09,0.071,0.93,2007-045,HL1,0.453,13,0.6
44.27,-63.32,284,11,10,2007,13.91,10.66,18.81,0.063,0.89,2007-045,HL2,0.173,14,0.6
43.87,-62.85,284,11,10,2007,37.41,18.09,26.59,0.013,0.98,2007-045,HL3,0.293,15,0.2
43.48,-62.45,284,11,10,2007,35.77,17.18,18.08,0,1,2007-045,HL4,0.477,16,0.3
43.18,-62.1,285,12,10,2007,30.56,12.38,18.48,0.045,0.96,2007-045,HL5,0.368,14,0.2
42.93,-61.82,285,12,10,2007,35.56,4.51,29.58,0.157,0.95,2007-045,HL5A,0.157,15,0.5
42.85,-61.73,285,12,10,2007,45.49,4.43,29.7,0.126,0.97,2007-045,HL6,0.126,16,0.5
42.53,-61.4,285,12,10,2007,18.97,18.14,37.02,0.057,0.88,2007-045,HL7,0.109,20,0.2
43.71,-59.01,286,13,10,2007,57.75,5.21,32.42,0.232,0.95,2007-045,SG28,0.232,16,0
44.02,-59.04,286,13,10,2007,30.52,19.37,17.66,0.028,0.96,2007-045,GULD3,0.443,13,0.7
43.81,-58.91,286,13,10,2007,13.98,8.64,22.72,0.066,0.91,2007-045,GULD4,0.087,13,0.5
43.47,-57.53,287,14,10,2007,15.42,6.66,41.7,0.155,0.86,2007-045,LL9,0.155,15,0.7
43.78,-57.82,287,14,10,2007,6.22,6.66,39.93,0.137,0.73,2007-045,LL8,0.137,17,0.7
44.13,-58.18,288,15,10,2007,9.54,4.39,12.48,0.081,0.91,2007-045,LL7,0.097,13,0.8
44.48,-58.51,288,15,10,2007,19.81,11.46,15.02,0.159,0.81,2007-045,LL6,0.452,13,0.4
44.82,-58.85,288,15,10,2007,18.92,14.35,13.11,0.043,0.92,2007-045,LL5,0.39,13,0.3
45.16,-59.18,288,15,10,2007,24.25,18.6,10.7,0.037,0.93,2007-045,LL4,0.478,12,0.1
45.49,-59.52,288,15,10,2007,29.36,14.28,11.86,0.04,0.95,2007-045,LL3,0.621,12,1.1
45.66,-59.7,289,16,10,2007,30.09,23.73,13.82,0.039,0.93,2007-045,LL2,0.466,12,0
45.83,-59.85,289,16,10,2007,28.56,13.59,12.4,0.057,0.94,2007-045,LL1,0.61,12,0.5
46.96,-60.22,289,16,10,2007,45.26,18.6,17.33,0.031,0.97,2007-045,CSL1,0.66,11,0.4
47.02,-60.12,289,16,10,2007,61.18,19.67,13.56,0.024,0.98,2007-045,CSL2,1.002,8,2.2
47.1,-59.99,289,16,10,2007,271.57,32.3,-45.26,0.024,0.99,2007-045,CSL3,1.281,8,0.2
47.27,-59.77,289,16,10,2007,33.38,13.43,6.7,0.024,0.98,2007-045,CSL4,0.899,7,0.4
47.43,-59.55,290,17,10,2007,32.92,18.4,13.83,0.038,0.95,2007-045,CSL5,0.576,7,0.1
47.58,-59.34,290,17,10,2007,88.05,54.53,5.78,0.027,0.96,2007-045,CSL6,0.668,5,0.5
44.27,-63.33,291,18,10,2007,25.5,9.38,13.1,0.047,0.96,2007-045,HL2,0.456,12,-1.2
47.55,-52.59,141,20,5,2008,48.94,10.17,34.37,0.448,0.81,2008-009,Stn_27,0.454,2,0.9
55.68,-50.44,143,22,5,2008,312.29,46.31,27.44,0,1,2008-009,BioCas,2.257,4,1.3
60.17,-48.68,144,23,5,2008,210.78,44.69,0.83,0,1,2008-009,L3_24,1.881,4,3.1
59.76,-49.17,146,25,5,2008,475.43,33.76,23.93,0,1,2008-009,L3_22,4.37,3,1.6
58.64,-50.41,147,26,5,2008,177.9,32.76,22.57,0,1,2008-009,L3_19,1.709,4,3.4
56.96,-52.24,148,27,5,2008,237.32,32.58,20.06,0,1,2008-009,L3_15,2.404,4,3.2
55.42,-53.82,149,28,5,2008,199.05,19.31,9.55,0.104,0.98,2008-009,L3_10,3.743,1,3
55.11,-54.13,150,29,5,2008,104.79,7.77,6.96,0.363,0.94,2008-009,L3_08,3.966,0,3
54.95,-54.28,150,29,5,2008,95.49,4.75,5.79,0.079,0.99,2008-009,L3_07,3.895,0,-0.2
54.75,-54.47,150,29,5,2008,170.65,8.33,5.33,0.127,0.98,2008-009,L3_06,6.787,0,-0.1
54.49,-54.75,150,29,5,2008,120.36,5.21,6.86,0.107,0.99,2008-009,L3_05,3.981,0,0.7
54.22,-55.02,150,29,5,2008,174.02,7.43,17.43,0.035,1,2008-009,L3_04,0.631,0,0.6
53.99,-55.25,150,29,5,2008,227.29,10.68,12.18,0,1,2008-009,L3_03,4.431,0,0.2
53.8,-55.44,150,29,5,2008,259.03,18.26,17.78,0,1,2008-009,L3_02,3.523,1,1
53.68,-55.55,150,29,5,2008,77.93,5.58,8.49,0.399,0.93,2008-009,L3_01,2.15,1,1.4
41.78,-60.91,153,1,6,2008,27.53,12.04,22.65,0.151,0.86,2008-009,HL_11,0.306,15,3
42.54,-61.38,154,2,6,2008,93.49,5,50.58,0.432,0.95,2008-009,HL_07,0.432,6,2
42.55,-61.38,154,2,6,2008,124.25,4.96,52.02,0.407,0.96,2008-009,HL_07,0.407,6,1
42.84,-61.71,154,2,6,2008,30.71,7.89,36.76,0.433,0.78,2008-009,HL_06,0.433,7,1.7
43.18,-62.1,155,3,6,2008,31.62,7.46,30.82,0.324,0.84,2008-009,HL_05,0.324,7,3.5
43.49,-62.44,155,3,6,2008,45.69,15.3,28.71,0.017,0.99,2008-009,HL_04,0.222,6,0.9
43.88,-62.88,155,3,6,2008,42.24,13.3,16.13,0.027,0.98,2008-009,HL_03,0.634,5,0.5
44.27,-63.32,155,3,6,2008,50.41,15.16,18.07,0.028,0.98,2008-009,HL_02,0.679,5,0.8
47.55,-52.59,137,17,5,2009,151.63,32.69,98.53,0.067,0.97,2009-015,Stn_27,0.087,2,6.1
50.66,-50.66,138,18,5,2009,520.16,11.97,14.15,0.877,0.95,2009-015,BioCas,9.497,0,0.2
53,-50.4,139,19,5,2009,768.21,35.76,2.69,0.461,0.95,2009-015,BioCas,9.007,2,0.3
58.02,-49.49,140,20,5,2009,46.59,21.24,23.53,0.434,0.67,2009-015,BioCas,0.908,4,3.2
60.37,-48.46,141,21,5,2009,1290.94,34.53,15.45,5.91,0.72,2009-015,L3_26,19.404,2,-0.1
60.57,-48.23,141,21,5,2009,1776.04,46.34,19.02,7.165,0.68,2009-015,L3_28,21.22,0,2.8
60.45,-48.36,141,21,5,2009,1753.43,37.94,9.56,0,1,2009-015,L3_27,17.861,0,0.5
57.38,-51.78,143,23,5,2009,100.23,44.81,15.91,0,1,2009-015,L3_16_,0.838,3,3
56.96,-52.24,144,24,5,2009,3.1,3.43,3.93,1.182,0.23,2009-015,L3_15_,1.369,3,1.6
55.61,-53.63,145,25,5,2009,43,36.72,30.66,0.346,0.57,2009-015,L3_11_,0.675,3,0
55.06,-54.15,145,25,5,2009,301.18,33.92,13.42,0,1,2009-015,L3_7.5,3.276,3,3.7
55.11,-54.14,146,26,5,2009,68.99,7.99,20.68,1.387,0.71,2009-015,L3_8,1.508,3,0
55.42,-53.83,146,26,5,2009,93.83,23.85,16.43,0.398,0.8,2009-015,L3_10_,1.636,2,3.7
48.89,-51.4,148,28,5,2009,459.46,20.13,11.82,0,1,2009-015,Bon-04,7.664,0,0.5
50.63,-52.64,134,14,5,2010,13.62,12.19,14.11,0.34,0.57,2010-014,Bio_1,0.568,1,2.8
54.77,-52.44,135,15,5,2010,335.15,10.41,7.41,0.117,0.99,2010-014,Bio_2,10.087,3,-0.6
58.22,-50.88,137,17,5,2010,112.86,30,28.95,0.007,1,2010-014,L3-18_,0.949,4,-0.4
60.57,-48.23,138,18,5,2010,372.79,9.62,18.16,3.21,0.83,2010-014,L3-28,5.812,1,0.4
60.45,-48.36,138,18,5,2010,428.06,13.35,15.19,1.295,0.91,2010-014,L3-27,7.991,0,-1.1
60.36,-48.54,139,19,5,2010,121.98,7.37,7.07,0.95,0.87,2010-014,L3-26,5.118,0,-0.3
60.01,-48.87,139,19,5,2010,645.05,35.5,-53.71,0.81,0.9,2010-014,L3-23_,3.117,5,2.1
58.59,-52.32,141,21,5,2010,138.05,22.49,11.79,0.369,0.87,2010-014,L3n4,2.503,6,1.8
58.35,-52.22,141,21,5,2010,70.81,22.72,8.55,0.256,0.83,2010-014,L3n3,1.414,5,0.3
58.13,-52.12,141,21,5,2010,164.76,27.69,15.19,0.118,0.95,2010-014,L3n2,2.16,5,0.6
56.54,-52.67,142,22,5,2010,231.13,36.87,20.71,0.005,1,2010-014,L3-14_,2.141,4,0.8
55.1,-54.13,144,24,5,2010,855.35,2.7,-4.36,0.191,1,2010-014,L3-08,34.503,0,-0.4
54.96,-54.3,144,24,5,2010,85.8,12.93,9.75,0.057,0.98,2010-014,L3-07,2.049,0,0
54.47,-53.84,144,24,5,2010,338.98,10.84,23.36,0.566,0.96,2010-014,L3-6a,1.79,0,-0.5
54.23,-54.37,144,24,5,2010,1198.32,35.22,-8.76,0.946,0.93,2010-014,L3-5a,14.106,0,0.1
54.05,-54.77,144,24,5,2010,451.51,13.07,23.24,0,1,2010-014,L3-4a,2.836,0,-0.8
53.89,-55.08,144,24,5,2010,511.99,19.1,10.69,0,1,2010-014,L3-3a,9.144,0,0.2
53.78,-55.35,144,24,5,2010,832.56,33.82,13.04,0,1,2010-014,L3-2a,9.117,0,-0.2
53.68,-55.56,144,24,5,2010,734.38,24.2,6.64,0,1,2010-014,L3-01,11.659,0,-0.3
41.78,-60.91,147,27,5,2010,101.37,19.1,13.5,0.003,1,2010-014,HL-11_,1.652,14,0.3
42.53,-61.4,149,29,5,2010,47.43,3.88,30.6,0.185,0.96,2010-014,HL-7,0.185,9,-0.2
42.85,-61.73,149,29,5,2010,33.01,14.16,18.95,0.032,0.97,2010-014,HL-6,0.412,9,0.6
44.27,-63.32,149,29,5,2010,47.7,30.24,17.79,0.019,0.97,2010-014,HL-2,0.549,7,0.4
43.88,-62.88,150,30,5,2010,27.44,5.37,33.67,0.149,0.93,2010-014,HL-3,0.149,8,0.7
44.26,-63.33,126,6,5,2011,24.22,17,28.39,0.037,0.94,2011-009,HL-2,0.178,3,0.1
44.56,-56.09,127,7,5,2011,96.07,24.05,19.34,0.012,0.99,2011-009,LF-7,1.165,7,0.2
44.83,-56.13,128,8,5,2011,73.7,19.86,41.89,0.919,0.62,2011-009,Bio-1,1.079,5,1.2
46.99,-52.69,129,9,5,2011,32.9,11.67,52.95,0.43,0.72,2011-009,Bio-2,0.43,2,0
51.43,-53.31,130,10,5,2011,805.56,21.95,16.4,0.003,1,2011-009,Bio-3,11.078,0,1
55.11,-54.14,131,11,5,2011,55.71,29.29,9.79,0.132,0.85,2011-009,L3-08,0.849,3,3
58.64,-50.42,135,15,5,2011,138.21,6.54,28.9,1.615,0.84,2011-009,L3-19_,1.615,2,1.6
59.98,-48.9,136,16,5,2011,829.21,33.04,19.48,0,1,2011-009,L3-23_,8.415,0,1.1
60.57,-48.23,136,16,5,2011,2954.42,77.56,-28.72,0.034,1,2011-009,L3-28,14.224,0,0.1
60.45,-48.36,136,16,5,2011,1011.21,36.73,11.94,1.408,0.89,2011-009,L3-27,11.826,0,0.2
60.37,-48.46,137,17,5,2011,464.73,20.4,29.8,1.017,0.9,2011-009,L3-26,4.144,0,0.7
60.08,-48.79,137,17,5,2011,462.74,30.3,27.83,2.794,0.69,2011-009,L3-23.,6.79,1,0.4
62.04,-51.03,138,18,5,2011,681.37,23.22,38.81,0.693,0.94,2011-009,A-3,3.589,0,1.4
61.88,-51.26,138,18,5,2011,666.82,27.28,10.97,0.702,0.93,2011-009,A-4,9.696,0,0.7
61.73,-51.49,138,18,5,2011,511.86,24.55,28.65,0,1,2011-009,A-5,4.21,0,1.4
61.2,-52.15,139,19,5,2011,128.06,12.46,31,7.096,0.37,2011-009,A-B-7,7.281,0,0.1
60.79,-52.43,139,19,5,2011,211.46,24.03,11.89,1.726,0.67,2011-009,A-B-8,4.833,0,3.6
60.32,-52.7,139,19,5,2011,68.03,28.8,53.03,0.729,0.56,2011-009,B-9,0.902,1,0.5
59.12,-53.27,140,20,5,2011,82.53,15.67,35.73,0.274,0.88,2011-009,C-11,0.43,2,0.1
58.45,-53.6,140,20,5,2011,10.58,11.95,75.9,0.42,0.46,2011-009,C-12,0.421,3,3.1
57.77,-53.92,140,20,5,2011,69.32,29.1,28.43,0,1,2011-009,C-13,0.59,3,0.3
54.22,-55.02,141,21,5,2011,231.39,13.97,11.28,0.634,0.91,2011-009,L3-4,5.404,0,1.4
53.98,-55.25,141,21,5,2011,176.56,7.26,7.3,0.831,0.92,2011-009,L3-3,6.683,0,1.5
53.8,-55.43,141,21,5,2011,76.65,22.1,17.44,0.207,0.87,2011-009,L3-2,1.22,0,0.2
53.67,-55.54,142,22,5,2011,132.35,28.72,17.97,0.05,0.97,2011-009,L3-1,1.562,0,1.4
53.57,-55.66,142,22,5,2011,429.11,17.25,16.3,0.887,0.92,2011-009,L3-0,7.238,0,0.9
41.04,-60.44,145,25,5,2011,28.96,16.37,22.96,0.023,0.97,2011-009,HL-13_,0.287,18,0.9
42.04,-61.07,146,26,5,2011,34.28,9.56,30,0.024,0.98,2011-009,HL-10_,0.034,9,1.5
