lat,lon,dn,day,mon,year,h,sigma,zm,Bo,rho,dataset,stn,chlsur,tempsur,tz
47.58,-59.34,272,29,9,2013,28.25,13.65,2.65,0.059,0.93,2013-037,CSL_06,0.869,14,0.1
43.73,-55.82,274,1,10,2013,8.99,6.58,40.01,0.123,0.82,2013-037,SPB_11,0.123,20,0.9
44.24,-55.84,275,2,10,2013,52.88,11.61,39.86,0.066,0.97,2013-037,SPB_10,0.071,17,0.8
44.53,-55.84,275,2,10,2013,60.74,8.47,38.9,0.073,0.97,2013-037,SPB_09,0.073,18,1.1
44.76,-55.84,275,2,10,2013,26.25,6.15,31.7,0.102,0.94,2013-037,SPB_08,0.102,18,0.9
44.82,-55.85,275,2,10,2013,26.62,5.94,33.28,0.148,0.92,2013-037,EH_04,0.149,17,-0.1
44.88,-55.87,275,2,10,2013,53.78,7.5,34.81,0.139,0.95,2013-037,EH_03,0.139,17,1
44.92,-55.87,276,3,10,2013,20.33,5.26,32.27,0.176,0.9,2013-037,EH_02,0.177,17,0.8
45.05,-55.88,276,3,10,2013,10.88,13.36,27.81,0.102,0.76,2013-037,EH_01,0.139,15,0
44.98,-56.14,276,3,10,2013,19.75,7.39,27.13,0.126,0.89,2013-037,BP_01,0.127,16,0.7
44.92,-56.44,276,3,10,2013,15.25,6.07,32.05,0.157,0.86,2013-037,BP_04,0.157,15,0.3
44.89,-56.63,276,3,10,2013,42.43,9.3,42.56,0.083,0.96,2013-037,BP_05,0.083,17,0.3
44.84,-56.8,276,3,10,2013,24.63,9.76,34.25,0.216,0.82,2013-037,BANQ_B,0.218,15,0.3
44.8,-57.03,276,3,10,2013,13.11,7.25,14.19,0.083,0.9,2013-037,BANQ_B,0.189,15,1.3
44.78,-57.25,276,3,10,2013,18.93,5.31,30.13,0.161,0.9,2013-037,BANQ_B,0.161,16,0.2
44.76,-57.35,276,3,10,2013,15.41,5.97,25.95,0.235,0.81,2013-037,BANQ_B,0.235,16,1.3
44.74,-57.48,276,3,10,2013,18.67,10.6,16.74,0.177,0.8,2013-037,BANQ_B,0.379,15,1.3
43.25,-65.04,278,5,10,2013,52.74,16.99,18.04,0.034,0.97,2013-037,RL_01,0.738,15,0.8
43.25,-65.48,278,5,10,2013,10.04,6.38,17.9,0.337,0.65,2013-037,BBL_01,0.349,15,-0.2
43.01,-65.48,278,5,10,2013,105.35,19.09,15.24,0.12,0.95,2013-037,BBL_02,1.721,12,-0.1
42.89,-65.18,278,5,10,2013,59.98,11.75,21.5,0.276,0.88,2013-037,RATBA_,0.658,13,0.5
42.76,-65.48,278,5,10,2013,87.95,17.16,31.41,0.184,0.92,2013-037,BBL_03,0.567,13,0.5
42.45,-65.48,278,5,10,2013,65.39,23.7,20.34,0.13,0.89,2013-037,BBL_04,0.891,15,0.6
42.41,-65.73,278,5,10,2013,16.52,7.69,15.06,0.113,0.88,2013-037,PS_01,0.239,15,0.7
42.33,-65.8,278,5,10,2013,11.8,11.15,7.46,0.116,0.78,2013-037,PS_02,0.454,16,0.5
42.27,-65.87,278,5,10,2013,22.52,11.18,11.67,0.064,0.93,2013-037,PS_04,0.53,15,1
42.19,-65.93,278,5,10,2013,16.54,6.17,6.97,0.054,0.95,2013-037,PS_06,0.619,15,0.1
42.11,-66.03,278,5,10,2013,17.15,6.94,3.66,0.045,0.96,2013-037,PS_08,0.903,14,0.5
41.98,-66.14,279,6,10,2013,20.01,6.81,4.26,0.082,0.93,2013-037,PS_10,1.046,14,0
42.13,-65.5,279,6,10,2013,10.75,10.63,23.59,0.084,0.83,2013-037,BBL_05,0.118,17,0.1
42,-65.51,279,6,10,2013,25.35,11.24,30.7,0.078,0.92,2013-037,BBL_06,0.099,17,0.7
41.86,-65.35,279,6,10,2013,29.46,12.72,27.54,0.01,0.99,2013-037,BBL_07,0.099,17,1.2
43.75,-67.4,280,7,10,2013,81.64,21.29,15.01,0,1,2013-037,GNATS_,1.193,13,0.6
43.75,-67.15,280,7,10,2013,53.76,11.59,-0.4,0.1,0.95,2013-037,GNATS_,1.949,12,-0.1
42.66,-63.43,281,8,10,2013,17.51,25.06,33.09,0.016,0.95,2013-037,LHB_06,0.132,17,0.4
42.92,-63.51,281,8,10,2013,21.52,24.31,34.28,0,1,2013-037,LHB_05,0.131,16,0.4
43.38,-63.67,281,8,10,2013,15.62,7.9,23.27,0.122,0.87,2013-037,LHB_04,0.133,15,0.8
43.7,-63.76,281,8,10,2013,22.17,10.61,23.5,0.08,0.91,2013-037,LHB_03,0.152,15,0.2
43.89,-63.08,281,8,10,2013,14.38,6.24,30.39,0.165,0.85,2013-037,SAM_03,0.165,15,0.1
44.26,-63.31,282,9,10,2013,117.47,36.86,-16.66,0.023,0.98,2013-037,HL_02,1.171,14,0.4
